full_text,punctuation_text,normalized,hf_final,hf_score
Perasaan malas nak drive pegi HQ ni sebenarnya lebih kepada malas nak hunting for parking spot. So aku plan naik MRT je.,perasaan malas nak drive pegi hq ni sebenarnya lebih kepada malas nak hunting for parking spot so aku plan naik mrt je,perasaan malas anak drive pergi hq ini sebenarnya lebih kepada malas anak hunting for parking spot so saya plan naik mrt je,Negative,9.998.437.166.213.980
korangggg kalau dari klia2 nak ke ss15 naik train nanti kena tukar train ke? tu mrt? lrt? aku tak ghetiiii,korang kalau dari klia nak ke ss naik train nanti kena tukar train ke tu mrt lrt aku tak gheti,korang kalau dari klia anak ke ss naik kereta nanti kena tukar kereta ke itu mrt lrt saya tidak gheti,Neutral,9.883.173.108.100.890
@bluebirdgroup barusan saya naik taksi dari rumah di bintaro ke mrt lebak bulus Saat turun saya bayar pakai QRIS mandiri sebesar 70.000 tetapi ternyata gagal lalu saya ulang pakai QRIS BRI ternyata juga sama Akhirnya saya bayar tunai,barusan saya naik taksi dari rumah di bintaro ke mrt lebak bulus saat turun saya bayar pakai qris mandiri sebesar tetapi ternyata gagal lalu saya ulang pakai qris bri ternyata juga sama akhirnya saya bayar tunai,barusan saya naik taksi dari rumah di bintaro ke mrt lebak bulus saat turun saya bayar pakai qris mandiri sebesar tetapi ternyata gagal lalu saya ulang pakai qris bri ternyata juga sama akhirnya saya bayar tunai,Neutral,9.997.550.845.146.170
Mau Naik MRT LRT dan Transjakarta Gratis Setiap Hari? Begini Caranya https://t.co/ebh5n70rLv,mau naik mrt lrt dan transjakarta gratis setiap hari begini caranya,mau naik mrt lrt dan transjakarta gratis setiap hari begini caranya,Neutral,9.992.613.196.372.980
Akibat gak nurut sm suami naik mrt kartunya gabisa https://t.co/gO80YXyvaM,akibat gak nurut sm suami naik mrt kartunya gabisa,akibat tidak nurut sama suami naik mrt kartunya tidak bisa,Negative,9.909.619.688.987.730
kenapa aku selalu lupa bawak earphone naik mrt,kenapa aku selalu lupa bawak earphone naik mrt,kenapa saya selalu lupa bawak earphone naik mrt,Neutral,9.997.456.669.807.430
Aku tak bangun 5.30 pagi untuk ke Kwasa dan naik MRT lepastu tau-tau MRT line kajang problem. Nak kena MC ke ni,aku tak bangun pagi untuk ke kwasa dan naik mrt lepastu tau tau mrt line kajang problem nak kena mc ke ni,saya tidak bangun pagi untuk ke kwasa dan naik mrt lepastu tahu tahu mrt line kajang problem anak kena mc ke ini,Negative,9.980.542.659.759.520
Cerita kemarin balik konseran hp mati. Udh ga keburu soalnya perjanjian balik sampe jam 10. Sementara keluar venue aja jam 8.30 an. Trus pas bgt balik naik MRT langsung ada kereta nya jadi langsung cuss.. masuk. Eh.. pas nyampe Taipei main station aku mendadak buta arah. https://t.co/nnmvYaxsj1,cerita kemarin balik konseran hp mati udh ga keburu soalnya perjanjian balik sampe jam sementara keluar venue aja jam an trus pas bgt balik naik mrt langsung ada kereta nya jadi langsung cuss masuk eh pas nyampe taipei main station aku mendadak buta arah,cerita kemarin balik konseran hp mati sudah tidak keburu soalnya perjanjian balik sampai jam sementara keluar venue saja jam an terus pas banget balik naik mrt langsung ada kereta nya jadi langsung cuss masuk eh pas sampai taipei main station saya mendadak buta arah,Negative,9.997.010.231.018.060
waktu kantor di senayan duduk manis naik TJ cuma 20rb udh depan kantor pp 40rb lah bisa naik LRT sambung MRT. Bisa naik KRL sambung MRT. Nah di Pulomas naik LRT jg ga intergrasi sama TJ arah Pulomas naik KRL mau sambung TJ jauh bgt haltenya #justicewargatimur,waktu kantor di senayan duduk manis naik tj cuma rb udh depan kantor pp rb lah bisa naik lrt sambung mrt bisa naik krl sambung mrt nah di pulomas naik lrt jg ga intergrasi sama tj arah pulomas naik krl mau sambung tj jauh bgt haltenya justicewargatimur,waktu kantor di senayan duduk manis naik tj cuma ribu sudah depan kantor pp ribu lah bisa naik lrt sambung mrt bisa naik krl sambung mrt nah di pulomas naik lrt juga tidak intergrasi sama tj arah pulomas naik krl mau sambung tj jauh banget haltenya justicewargatimur,Negative,9.194.691.181.182.860
@ashlith Ohh MRT aku blom pernah naik MRT jadi gatau. Enak dung cuci mataaa,ohh mrt aku blom pernah naik mrt jadi gatau enak dung cuci mata,oh mrt saya belum pernah naik mrt jadi tidak tahu enak dung cuci mata,Negative,9.998.472.929.000.850
ke blok m (lagi) tapi naik mrt bersama my pacar jawa ku https://t.co/cGibH6e941,ke blok m lagi tapi naik mrt bersama my pacar jawa ku,ke blok m lagi tapi naik mrt bersama my pacar jawa ku,Neutral,9.935.008.883.476.250
@Pretendtolovex @IORIJ1225 mjb yaa bisa naik tj no 2 transit di halte juanda lanjut tj no 8 turunnya di sekitar mrt lebak bulus,mjb yaa bisa naik tj no transit di halte juanda lanjut tj no turunnya di sekitar mrt lebak bulus,mjb yaa bisa naik tj no transit di halte juanda lanjut tj no turunnya di sekitar mrt lebak bulus,Neutral,9.996.899.366.378.780
Udah lengkap semua jenis kereta dinaikin. LRT MRT KRL whoosh ka bandara ka jarak jauh skytrain. Mau kasih apresiasi sama KAI yang sistemnya beneran udh bagus bgt. Berasa naik kelas ini di stasiun. Entah kenapa bandara gak berasa gitu ya,udah lengkap semua jenis kereta dinaikin lrt mrt krl whoosh ka bandara ka jarak jauh skytrain mau kasih apresiasi sama kai yang sistemnya beneran udh bagus bgt berasa naik kelas ini di stasiun entah kenapa bandara gak berasa gitu ya,sudah lengkap semua jenis kereta dinaikin lrt mrt krl whoosh ka bandara ka jarak jauh skytrain mau kasih apresiasi sama kai yang sistemnya benar sudah bagus banget berasa naik kelas ini di stasiun entah kenapa bandara tidak berasa begitu ya,Positive,9.978.885.054.588.310
@ensjakea baru kali ini gw nyesel tidak pulang naik mrt,baru kali ini gw nyesel tidak pulang naik mrt,baru kali ini saya menyesal tidak pulang naik mrt,Positive,9.998.258.948.326.110
day 1 ngenalin anak naik mrt (ᯟ︿ᯏ) https://t.co/WG8bJekABG,day ngenalin anak naik mrt,day ngenalin anak naik mrt,Neutral,9.921.833.872.795.100
@nct_menfess egk tj full maksudnya gw naik tj dulu ke krl/mrt ehe,egk tj full maksudnya gw naik tj dulu ke krl mrt ehe,egk tj penuh maksudnya saya naik tj dulu ke krl mrt ehe,Neutral,9.991.397.857.666.010
@S_enjapra tumben naik mrt,tumben naik mrt,tidak biasa naik mrt,Neutral,9.991.270.899.772.640
Semalem gak sengaja jalan ke GI gara gara icha minta temenin. Sepanjang perjalanan dari naik MRT - masuk GI - pulang dari GI. Gw hanya bisa merenung dan bersyukur betapa besarnya ketimpangan sosial yang terjadi.,semalem gak sengaja jalan ke gi gara gara icha minta temenin sepanjang perjalanan dari naik mrt masuk gi pulang dari gi gw hanya bisa merenung dan bersyukur betapa besarnya ketimpangan sosial yang terjadi,semalam tidak sengaja jalan ke lagi gara gara icha minta temani sepanjang perjalanan dari naik mrt masuk lagi pulang dari lagi saya hanya bisa merenung dan bersyukur betapa besarnya ketimpangan sosial yang terjadi,Positive,953.315.794.467.926
Paling males kalo naik mrt dari expo transit ke dtl line karena jauh ada 20 st kali haa,paling males kalo naik mrt dari expo transit ke dtl line karena jauh ada st kali haa,paling males kalau naik mrt dari expo transit ke dtl line karena jauh ada st kali haa,Negative,9.972.928.166.389.460
HUFTT i love jalan jalan sendirian bisa gasih bolak balik aja naik mrt ini,huftt i love jalan jalan sendirian bisa gasih bolak balik aja naik mrt ini,huftt saya cinta jalan jalan sendirian bisa gasih bolak balik saja naik mrt ini,Positive,996.711.254.119.873
@adriansyahyasin sorry OOT mas salah satu pertanyaanku yang belum terjawab kenapa MRTJ milih peron ganda daripada peron tunggal kayak MRT Singapore? contoh recehnya kalo keterusan naik MRT bisa turun di stasiun selanjutnya dan tinggal nyebrang. Kalo peron ganda kudu turun dulu baru nyebrang,sorry oot mas salah satu pertanyaanku yang belum terjawab kenapa mrtj milih peron ganda daripada peron tunggal kayak mrt singapore contoh recehnya kalo keterusan naik mrt bisa turun di stasiun selanjutnya dan tinggal nyebrang kalo peron ganda kudu turun dulu baru nyebrang,sorry oot mas salah satu pertanyaanku yang belum terjawab kenapa mrtj pilih peron ganda daripada peron tunggal kayak mrt singapore contoh recehnya kalau keterusan naik mrt bisa turun di stasiun selanjutnya dan tinggal nyebrang kalau peron ganda kudu turun dulu baru nyebrang,Negative,976.015.031.337.738
Bersama pramubus AriniEkaSari Free card naik bus TransJak n kereta MRT di Jakarta gratis bagi lansia 60 thn plus disabilitas. KTP Jakarta. Langsung jadi. CFD Bunderan HI depan Hotel Mandarin. Minggu pkl 6 s/d 10 https://t.co/lKZFoHJgYd,bersama pramubus ariniekasari free card naik bus transjak n kereta mrt di jakarta gratis bagi lansia thn plus disabilitas ktp jakarta langsung jadi cfd bunderan hi depan hotel mandarin minggu pkl s d,bersama pramubus ariniekasari free card naik bus transjak n kereta mrt di jakarta gratis bagi lansia tahun plus disabilitas ktp jakarta langsung jadi cfd bunderan hi depan hotel mandarin minggu pkl s d,Neutral,9.996.744.394.302.360
Mencoba naik LRT Macau yang umurnya sama dengan MRT Jakarta baru buka di tahun 2019 Saat ini baru melayani Bandara Cotai Strip sampe pucuk selatan Macau Peninsula LRT imut banget bentuknya people mover harusnya bisa konsep gini ada di Indonesia juga https://t.co/YnXrdQQAZF,mencoba naik lrt macau yang umurnya sama dengan mrt jakarta baru buka di tahun saat ini baru melayani bandara cotai strip sampe pucuk selatan macau peninsula lrt imut banget bentuknya people mover harusnya bisa konsep gini ada di indonesia juga,mencoba naik lrt macau yang umurnya sama dengan mrt jakarta baru buka di tahun saat ini baru melayani bandara cotai strip sampai pucuk selatan macau peninsula lrt imut sekali bentuknya people mover harusnya bisa konsep gini ada di indonesia juga,Positive,9.981.638.789.176.940
@cloudyjblush Beneran bisa ya pengen naik mrt hahaha,beneran bisa ya pengen naik mrt hahaha,benar bisa ya ingin naik mrt hahaha,Neutral,9.944.480.657.577.510
Eh naik mrt bisa pakai kartu krl yang hitam?,eh naik mrt bisa pakai kartu krl yang hitam,eh naik mrt bisa pakai kartu krl yang hitam,Neutral,9.984.174.966.812.130
@tubirfess mending lu naik mrt si paling wangi,mending lu naik mrt si paling wangi,mending kamu naik mrt si paling wangi,Positive,999.619.722.366.333
okedeh hr ini aku berkomunal naik mrt sendiri soalnya mau sambil jsp (semoga kondusif),okedeh hr ini aku berkomunal naik mrt sendiri soalnya mau sambil jsp semoga kondusif,oke hari ini saya berkomunal naik mrt sendiri soalnya mau sambil jsp semoga kondusif,Neutral,9.598.676.562.309.260
@dudskeeyy Naik mrt ajah bub,naik mrt ajah bub,naik mrt saja bub,Neutral,9.996.001.124.382.010
@cipokbrutal Someday kita naik mrt bareng yo nggih mas,someday kita naik mrt bareng yo nggih mas,someday kita naik mrt bareng yo nggih mas,Neutral,9.987.426.400.184.630
@allureofic Pilihan 4: Naik S22 jurusan Ciputat turun di Stasiun MRT Lebak Bulus lalu naik JAK.95 jurusan Pasar Minggu turun di Pertigaan Jatipadang,pilihan naik s jurusan ciputat turun di stasiun mrt lebak bulus lalu naik jak jurusan pasar minggu turun di pertigaan jatipadang,pilihan naik s jurusan ciputat turun di stasiun mrt lebak bulus lalu naik jak jurusan pasar minggu turun di pertigaan jatipadang,Neutral,9.995.597.004.890.440
Convo disela tennis with nada S : nad blok M yuk? N : yaudah ayo gas S : naik MRT ya biar ga macet dan ga cari parkir N : ya siapa yg ke Blok M pake mobil anyg! S : kita ya njirr taun lalu yg w jmpt lo di senayan itu apa N : oh iya gblk sih itu mana malming :),convo disela tennis with nada s nad blok m yuk n yaudah ayo gas s naik mrt ya biar ga macet dan ga cari parkir n ya siapa yg ke blok m pake mobil anyg s kita ya njirr taun lalu yg w jmpt lo di senayan itu apa n oh iya gblk sih itu mana malming,convo disela tennis with nada s nad blok m yuk n yaudah ayo gas s naik mrt ya biar tidak macet dan tidak cari parkir n ya siapa yang ke blok m pakai mobil anyg s kita ya njirr taun lalu yang saya jemput kamu di senayan itu apa n oh iya goblok sih itu mana malam minggu,Negative,9.998.424.053.192.130
Lu gamau bau dan desek2an bgt? Modal dikit lah naik lrt atau mrt. Sesimpel itu Kalo lu naik krl ya ketemu pedagang gini mah wajar. Mereka juga diperbolehkan kok,lu gamau bau dan desekan bgt modal dikit lah naik lrt atau mrt sesimpel itu kalo lu naik krl ya ketemu pedagang gini mah wajar mereka juga diperbolehkan kok,kamu tidak mau bau dan desekan banget modal sedikit lah naik lrt atau mrt sesimpel itu kalau kamu naik krl ya ketemu pedagang gini mah wajar mereka juga diperbolehkan kok,Positive,8.335.195.779.800.410
@kotakmakan Gw naik mrt dari Bundaran HI ke Lebak Bulus. Sebelah gw order gocar di Lebak Bulus tapi udah order setelah Blok M. Gw tahu karena abang gocar kayaknya telepon dia,gw naik mrt dari bundaran hi ke lebak bulus sebelah gw order gocar di lebak bulus tapi udah order setelah blok m gw tahu karena abang gocar kayaknya telepon dia,saya naik mrt dari bundaran hi ke lebak bulus sebelah saya order gocar di lebak bulus tapi sudah order setelah blok m saya tahu karena abang gocar kayaknya telepon dia,Neutral,9.986.886.382.102.960
Pas berangkat sempat mikir mungkin ga dari sekian banyak orang yg naik MRT ogut bakal ketemu kenalan. Taunya ke jawab pas jalan balik,pas berangkat sempat mikir mungkin ga dari sekian banyak orang yg naik mrt ogut bakal ketemu kenalan taunya ke jawab pas jalan balik,pas berangkat sempat mikir mungkin tidak dari sekian banyak orang yang naik mrt ogut bakal ketemu kenalan tahunya ke jawab pas jalan balik,Neutral,9.574.280.381.202.690
gausah naik krl mba naik mrt lrt aja klo gtu,gausah naik krl mba naik mrt lrt aja klo gtu,tidak usah naik krl mba naik mrt lrt saja kalau begitu,Negative,9.900.553.226.470.940
kalau lu gak mau kaya gitu ganti transumnya naik lrt/mrt atau bahkan grabcar atau taxi aja repot bgt namanya jg transumm ege bukan cuma punya lu kalau gk mau ya lu bisa dateng lebih pagi atau ganti kereta repot bgt idup lu kambing,kalau lu gak mau kaya gitu ganti transumnya naik lrt mrt atau bahkan grabcar atau taxi aja repot bgt namanya jg transumm ege bukan cuma punya lu kalau gk mau ya lu bisa dateng lebih pagi atau ganti kereta repot bgt idup lu kambing,kalau kamu tidak mau kaya begitu ganti transumnya naik lrt mrt atau bahkan grabcar atau taxi saja repot banget namanya juga transumm ege bukan cuma punya kamu kalau tidak mau ya kamu bisa datang lebih pagi atau ganti kereta repot banget hidup kamu kambing,Negative,989.890.456.199.646
Updated expense konseran di luar negeri per Oct 25: ZB1 Here &amp; Now Bangkok Catatan: - flightku via DMK hotel di kota. Grabnya sekitar IDR 165rb + tol 25rb - impact area di daerah sekitar DMK. Aku naik MRT (transit 3 warna) - Blkgn air asi* suka delay jd aku pilih thai lion https://t.co/EzxtPrMFH4,updated expense konseran di luar negeri per oct zb here amp now bangkok catatan flightku via dmk hotel di kota grabnya sekitar idr rb tol rb impact area di daerah sekitar dmk aku naik mrt transit warna blkgn air asi suka delay jd aku pilih thai lion,updated expense konseran di luar negeri per oct zb here amp now bangkok catatan flightku via dmk hotel di kota grabnya sekitar idr ribu tol ribu impact area di daerah sekitar dmk saya naik mrt transit warna blkgn air asi suka delay jadi saya pilih thai lion,Neutral,992.324.709.892.273
@HelsinkiWannabe Belom tau nih selama ini 28 km sih ga pegel kalo pegel paling baliknya digabung sama naik mrt,belom tau nih selama ini km sih ga pegel kalo pegel paling baliknya digabung sama naik mrt,belum tahu nih selama ini kamu sih tidak pegel kalau pegel paling baliknya digabung sama naik mrt,Positive,7.510.849.833.488.460
apakah ini yg namanya jetlag pdhl cm naik krl mrt busway krl motor tp kok pas udh mau tidur malah goyang2 ni rasanya,apakah ini yg namanya jetlag pdhl cm naik krl mrt busway krl motor tp kok pas udh mau tidur malah goyang ni rasanya,apakah ini yang namanya jetlag padahal cuma naik krl mrt busway krl motor tapi kok pas sudah mau tidur malah goyang ini rasanya,Negative,9.997.894.167.900.080
Buset gw naik mrt jam segini dari fatmawati sepi bgt pas nyampe blok m langsung DUARRR KEK ZOMBIE APOCALYPSE,buset gw naik mrt jam segini dari fatmawati sepi bgt pas nyampe blok m langsung duar kek zombie apocalypse,buset saya naik mrt jam segini dari fatmawati sepi banget pas sampai blok m langsung duar kek zombie apocalypse,Negative,9.998.658.895.492.550
bener bener hectic bgt hari itu lg sakit+balik cf+kudu anterin ade sampe mrt dukuh atas+ujan+showing jam 9 malem+naik tj jam 11 malem . tapi seneng bgt woy satu kekecewaanku adalah ga bawa kartu nama kyoji buat dibagiin di jff nyesel banget:(,bener bener hectic bgt hari itu lg sakit balik cf kudu anterin ade sampe mrt dukuh atas ujan showing jam malem naik tj jam malem tapi seneng bgt woy satu kekecewaanku adalah ga bawa kartu nama kyoji buat dibagiin di jff nyesel banget,benar benar hectic banget hari itu lagi sakit balik cf kudu anterin ade sampai mrt dukuh atas ujan showing jam malam naik tj jam malam tapi senang banget woy satu kekecewaanku adalah tidak bawa kartu nama kyoji buat dibagiin di jff menyesal sekali,Negative,9.998.369.216.918.940
