normalized,hf_final,hf_score,label_id
bayar 3 500 saja senorak ini kalau mau eksklusif buat lu bawaan lu dan laptop lu naik bluebird anjir bukan krl,Negative,9.995.031.356.811.520,0
kalo misal pakai mobil bisa cuma ongkos sewa kirim pasti lumayan pedagang yang naik krl enggak punya budget ongkos sebanyak itu atau memang hal lain jadi wajar mereka pilih kereta buat transportasi dagang mereka,Positive,9.914.858.937.263.480,2
mjb kak kamu naik krl enggak,Neutral,9.992.270.469.665.520,1
dia enggak tau saja jaman dulu sekolah itu naik krl bareng kambing ayam kang cangcimen pengamen bahkan pencopet,Negative,997.318.685.054.779,0
gua juga tiap hari naik krl kalo melihat begini malah kasihan sama pedagangnya karena gua yang cuma bawa diri saja sudah ngeluh tiap hari karena capek banget apalagi mereka yang sudah lumayan tua dan harus bawa barang-barang sebanyak itu pasti berat banget capek banget lu naik kendaraan pribadi saja ya monyet,Negative,9.998.319.149.017.330,0
yang cari uang bukan hanya lo kai juga membolehkan mereka naik untuk kereta pertama saat subuh yang naik bukan hanya pegawai krl harus inklusif sehat dan berkah selalu untuk para pedagang yang membawa hasil bumi hasil pertanian dan dagangan lainnya ke jakarta,Positive,9.994.245.767.593.380,2
ini pasti sendernya baru tau kalau cuma krl pertama tuh bisa buat pedagang ya kalo enggak mau bau ya naik kereta selanjutnya atau pindah gerbong saja ribet banget jadi manusia,Positive,9.849.976.301.193.230,2
pengirim baru naik krl saja sombongnya kayak begini bagaimana naik kendaraan pribadi bisa jadi pengendara angkuh kali ya kalau mau adu ngeluh barang bawaan banyak mah para pedagang bakal lebih ngeluh dan capek kayak lu kali harap bersikap baik,Negative,999.826.967.716.217,0
nama nya angkutan umum boleh-boleh saja asal di pisahkan gerbongnya krl bukan jalur eksekutif yang boleh naik hanya orang-orang berdasi yang harum dan berpenampilan menarik dia juga punya hak,Positive,9.986.741.542.816.160,2
hari ini wkwkbangun set 6 mandi neberes sampai jam 6 sarapan sampai 6 40 naik ojek dari sentul ke bogor sampai di stasiun bogor 7 21 dan panas banget enih krl,Positive,9.642.941.355.705.260,2
min saya kan lagi naik krl crrc blue line tujuan kp bandan via manggarai tapi di pid dalam kereta terpampang seolah olah via pas senen tolong dibenerin ya min pid di krl crrc terima kasih min,Neutral,9.828.059.077.262.870,1
manusia jadul ini akan bilang waktu aku kecil dan jaman dulu kalau naik angkot lebih kecil dari krl ada pedagang bawa dagangan mereka boro boro mau julid begini yang ada dibantuin naik turun nya biar mempermudah dan bisa lebih cepat jalan lagi sekian,Negative,999.775.230.884.552,0
kesel banget lihat menfessnya kalo memang mau nyaman jangan naik krl atau transportasi umum yang banyak orangnya naik saja taksi atau ojol,Negative,9.998.505.115.509.030,0
kan transum buat siapa saja boleh kalo mau nyaman berangkat pakai kendaraan pribadi blue biru ada blue biru dengan barang bawaan laptop sudah cocok kak pakai blue biru emamg yang naik krl cuman boleh yang jinjing tas bagus sama laptop saja,Positive,9.981.366.395.950.310,2
baru engah setiap naik krl arah bekasi aroma gerbongnya kurang enak dikit,Negative,9.998.310.804.367.060,0
aku baru mau krl an nih kak ke jakarta ngampirin temenku paling malas memang ketahan di st bekasi tuh enaak naik lrt tapi kok muter ya,Negative,9.998.199.343.681.330,0
kochou shinobu muncul naik krl,Neutral,9.996.247.291.564.940,1
lika liku naik krl asal naik enggak afal jalur dan enggak dengar stasiun tujuan hikmahnya percaya pada diri sendiri ya gais jangan terlalu percaya sama orang lain,Positive,8.687.977.194.786.070,2
pick me najis sok elit btw pertama kali naik krl apa bagaimana deh di jdwal pertama kan memang boleh lagian nanti ada dari kai rangkaian khusus pedagang mau elit jangan nanggung2 ada yang bernama silverbird ya,Negative,9.992.185.831.069.940,0
noh boleh naik krl selama menunggu kereta khususnya jadi,Neutral,9.639.118.909.835.810,1
naik krl bisa,Neutral,9.989.786.148.071.280,1
baca tuh bakal ada kereta khusus petani dan pedagang selama menunggu mereka boleh naik krl biasa tapi keberangkatan pertama makanya jangan ngomel2 mulu lo sama-sama cari duit lagian kereta pertama juga masih kosong tinggal cari gerbong yang cocok repot amat,Negative,998.684.823.513.031,0
kak baru sekali naik krl apa bagaimana napak tanah yuk,Negative,9.998.169.541.358.940,0
sebelum lo naik krl mereka semua sudah naik duluan keleuss apanya yang enggak boleh namanya saja transportasi umum semua lapisan masy dapat menggunakannya,Negative,9.209.359.884.262.080,0
akal akalan gue tiap hari sabtu adalah baru brngkt jam segini padahal naik krl,Negative,9.995.492.100.715.630,0
naik krl di akhir pekan adalah bencana,Negative,9.980.382.323.265.070,0
jahat banget lu kalo memang deh merasa tinggi mah mengapai naik krl mending lu bawa kendaraan pribadi atau naik transum yang lebih fancy lah,Negative,9.995.312.690.734.860,0
se happy dan se tenang itu pulang sendiri diatas jam 9 malam naik mrt dari h nawi lanjut krl ke tanah abang,Positive,9.992.859.959.602.350,2
yang pengin makan enggak cuma lu doang ya nder kenapa pula lu naik krl kalo pagi mah mendingan ojol jalan lancar,Negative,731.048.583.984.375,0
ya lu lah yang naik gocar ribet banget baru dikasih rejeki kerja naik krl bawa laptop saja sudah sombong banget,Negative,9.998.618.364.334.100,0
enggak usah lewat menfess akun pribadi kalo berani mulut jahat benar semoga lu kalo naik transum enggak pernah dapat tempat duduk selalu dempet an selalu ketinggalan krl kartu lu error terus barang lu ketinggalan terus di kereta di dekat lu orang bau terus,Negative,999.825.656.414.032,0
setuju kalo mau nyaman harus mau keluar uang ekstra daripada naik krl bisa naik taksi ojek online,Negative,5.629.977.583.885.190,0
lucu banget orang jpn naik kereta jpn alias krl di indonesia wkwk selamat datang,Positive,9.967.194.199.562.070,2
buset sama sama buruh sama sama naik krl sudah belagak raja,Negative,9.997.907.280.921.930,0
yaallah lagaknyee mbak kalo masih sama sama naik krl enggak usah belagu,Negative,9.991.940.855.979.910,0
kok gue gpernah ya nemu yang bawa banyak barang jadi kalo naik krl paling pada bawanya tas2 begitu atau koper,Negative,9.984.509.944.915.770,0
pengirim lu naik gocar makanya malah naik krl berangkat pertama aduh sombong banget kena azab tau rasa lo,Negative,9.998.728.036.880.490,0
oke sekarang kalau gaboleh mereka harus pakai transportasi apa yang harganya semurah krl ada kalau dulu waktu kereta ekonomi masih sampai jakarta kota mereka bisa naik itu dan biasanya penumpang lain juga mewajarkan karena mengerti dan paham kondisi satu sama lain,Positive,9.975.553.154.945.370,2
ngerantau tinggal sendiri naik krl wkwk belajar mandarin,Neutral,994.659.960.269.928,1
lagian lu naik krl sih bukannya naik anjing saja naik anjing,Negative,999.829.888.343.811,0
atau naik krl ke bogor,Neutral,9.994.383.454.322.810,1
kak pertama kali naik krl kah ini namanya transum amp siapa saja boleh naik gerbong ada banyak kak pindah kalo enggak mau satu gerbong di situ dan kalo mau lebih nyaman lagi sono pesan taxi online saja mereka juga pejuang rupiah kayak kamu nder,Negative,8.360.876.441.001.890,0
ini orang enggak pernah naik krl sebelum tahun 2011 kayaknya,Negative,9.960.352.778.434.750,0
mereka sedang mencari nafkah kak lagian kan sudah jelas barang apa saja yang tidak boleh di krl dan yang bapak ibu pedangan ini bukan yang dilarang mau banyak mau sedikit hak mereka kan mereka naik krl juga bayar enggak gratis jangan biasain mandang rendah orang lain deh,Negative,9.998.055.100.440.970,0
awas saja sampai ada larangan pedagang enggak boleh naik krl dari keberangkatan pertama hidupmu bakal berat karena matiin rejeki orang,Negative,9.998.268.485.069.270,0
ya boleh lah mereka bawa dagangan naik commline dulu gue berangkat ke kampus pagi2 naik krl ekonomi juga sering barengan ikan beberapa drum yang berangkat dari kota ke pas minggu pernah bareng kambing juga wkwk,Positive,9.618.121.385.574.340,2
ye dasar sok kayak lu baru naik krl saja belagu lu transportasi umum itu bukan transportasi lu doang,Negative,9.997.166.991.233.820,0
elah naik komuter saja sok ekskulsif harus desek desekan sama pedagang yang bawaan segede lu pikir orang kantoran yang bawa koper gede naik krl enggak ganggu juga namanya transum buat publik ya berdamai saja dengan segala bentuk isi dan bau nya,Negative,9.997.240.900.993.340,0
sama naik krl saja belagu amat nder,Negative,9.996.107.220.649.710,0
bohong banget lu awal naik krl lihat siraj,Negative,9.998.233.914.375.300,0
lu pikir pekerja enggak boleh berangkat subuh lu pikir orang shift malam enggak boleh pulang subuh dan naik krl,Negative,9.995.667.338.371.270,0
kalo enggak mau bau atau dempet an dengan manusia lain yang lagi mencari nafkah juga jangan naik transum nder ketikanmu tuh dipikir dulu enggak sih kalo merasa terganggu ya pakai saja mobil motor mu ribet kayak orang baru pertama kali pakai krl saja lu,Negative,9.997.937.083.244.320,0
enggak mau desek2an gosa naik krl anyink ah emosi gua dasar caper,Negative,9.998.303.651.809.690,0
misalkan mereka punya pilihan mereka juga enggak bakal mau desek2an bawa barang dagangan seabrek naik krl kak sebel banget sama sendernya,Negative,9.993.288.516.998.290,0
apanya yang derajatnya tinggi anjer orang sama sama naik krl,Negative,9.996.905.326.843.260,0
astaghfirulloh allahu yahdik semoga dikasih kelembutan hati buat sih sender kalo naik krl bikin kamu enggak nyaman silakan cari alternatif yang lain nder semoga allah limpahkan rezeki yang berlimpah atas kejadian ini untuk bapak penjualnya,Positive,9.362.573.027.610.770,2
baru kerja kantoran bawa leptop naik krl saja sudah blagu banget hadehh,Negative,9.992.793.202.400.200,0
enggak usah naik krl kalo begitu namanya juga transportasi umum,Negative,6.775.771.379.470.820,0
jadinya ya naik krl saja,Neutral,9.849.756.360.054.010,1
awalnya pengin otw pagi jam 7 naik motor tapi dan pasti sendiri sendirian kalau bareng sih pasti jam 8 tapi sampainya paling jam 10 11 begitu karena ya naik krl wkwkwk,Neutral,9.989.888.072.013.850,1
wkwkwkakakakakakaka pns yang kerjanya pp naik krl turun di gondangdia,Neutral,9.996.057.152.748.100,1
pedagang boleh membawa barang dagangannya di pemberangkatan pertama krl saya sering ketemu di jalur ijo para pedagang dari rangkas bitung lu bawa tv 43 inch naik krl urgensinya apa beda kasus bloon gedek banget kenapa indonesia banyak orang egois kayak begini,Negative,9.993.491.768.836.970,0
pengirim tidak akan bertahan krl jaman masih karcis dibolongin kalo mau eksklusif naik taksi online saja sono a sebel banget anjir orang-orang sekarang suka seenaknya foto-foto begini dikasih narasi jelek pasti niat awalnya mau sok edgy jadi sjw tahi kucing cih mikir,Negative,9.998.568.296.432.490,0
orang julid dan salty begini tuh sebetulnya kalian punya penyakit hati apa sih tapi kalo dia bicara begitu tuh tertara banget baru pertama kali naik krl ya,Negative,999.692.440.032.959,0
tapi benaran tertara banget enggak pernah naik krl ya,Negative,9.253.320.693.969.720,0
jahat banget sumpah pedagang itu cuma bisa naik krl pertama yang mereka melakukan cuma mau cari rejeki yang halal untuk keluarganya profesi itu enggak punya hierarki bapak yang bawa dagangan ini statusnya sama kayak yang bawa laptop dan kerja kantoran sama buruh enggak usah sok elit,Negative,99.981.290.102.005,0
lagian lu bego bawa tv segede gaban naik krl,Negative,9.989.657.402.038.570,0
sok princess ajg princess tapi teu boga mobil sorangan dan naik krl heran,Negative,9.993.759.989.738.460,0
kelihatan enggak pernah naik krl padahal untuk pemberangkatan pertama itu memang diperbolehkan pedagang membawa beberapa barang dagangan petani juga di jepang china sudah dilakuin,Negative,9.915.186.762.809.750,0
baru sekarang mau naik krl lagi sialan setelah sekian lama wkwkwkkwkw,Negative,9.998.249.411.582.940,0
aku punya naga nih nder mau beli enggak daripada sebel tiap naik krl,Negative,9.993.149.042.129.510,0
ini sendernya bagaimana kalo merasai naik krl jaman pada naik di atap gue yakin tantrum kali lu,Negative,9.177.984.595.298.760,0
maafi penurunan yang enggak pernah naik krl tapi asal nyocot ya kak,Neutral,9.642.479.419.708.250,1
lah lu berangkat kerja bukan komersil lah lu urusan kantor tapi naik krl bukan komersil gimane sih,Negative,9.992.865.920.066.830,0
enggak pernah naik krl tapi beropini ya begini deh jadinya,Neutral,9.993.818.998.336.790,1
lah bukannya waktu itu ada kebijakan buat pedagang boleh naik krl di jam pagi ya pedagang petani ya begitu lah pokoknya,Negative,9.990.449.547.767.630,0
kalo bau mah jangan naik krl lagi pakai ojol saja berisik deh sama-sama susah juga,Negative,999.862.551.689.148,0
kecuali bapaknya bawa barang yang bisa diumpet2in begitu loh maksud gue lagian lu sama bapaknya juga naik krl harganya sama kenapa sok banget deh jadi orang lewat base lagi coward,Negative,9.996.179.342.269.890,0
itu krl kan bukan cuma 1 gerbong lu kalo ganyaman tinggal geser ke gerbong lainnya naik transum 3rb enggak usah banyak protes ya pikmi,Negative,9.959.185.719.490.050,0
wkwkw dulu naik krl jakarta bogor ada yang bawa ayam hidup malahan,Neutral,9.966.237.545.013.420,1
naik krl nya dari pasar minggu terus sampai stasiun bogor naik angkot 5rb lagi,Neutral,99.959.796.667.099,1
tapi gue juga pernah walaupun bukan di krl tapi di angkutan umum gila sudah panas2 ditambah ibu-ibu bawa dagangan apa ya ikan mentah yang bau busuk banget sampai nusuk2 ke otak padahal kejadian sudah puluhan tahun lalu tapi masih ke ingat sampai sekarang bikin trauma naik angkutan umum,Negative,9.998.393.058.776.850,0
waduh nder kok begitu mengomongnya gue dulu beberapa kali naik krl jam pertama dan sering ketemu sama pedagang kayak begini jujur ​​gak merasa kesal karena kan ini transportasi umum kadang beberapa dari mereka yang gue temuin memilih berdiri walaupun masih ada sisa bangku kosong,Positive,9.486.799.836.158.750,2
oh ternyata orang kayak gaboleh naik krl ya,Neutral,9.993.914.365.768.430,1
anomali tolol dari mana lagi ini krl bukan punya lu dan yang lagi mencari duit juga bukan cuma lu ya kntl namanya juga transportasi umum semua boleh naik dari presiden sampai babu korporat kayak lu,Negative,9.998.375.177.383.420,0
kampungan baru pertama kali naik krl ya lihat beginian rewel amat,Negative,9.998.621.940.612.790,0
wkwkwk anjrot gegara pedagang naik krl diatur dia kesempitan rezeki padahal bisa jadi itu pedagang naik krl biar irit ongkos transportasi duitnya bisa buat yang lain,Positive,9.896.686.673.164.360,2
nder kalo bisa mereka juga enggak mau begitu riweuh aku pulkam pernah terpaksa dari stasiun ke rumah naik krl bawa koper dan kardus rasanya empet sudah penuh sesek aku juga enggak enak sama orang pasti ada yang mikir kayak sender,Negative,999.843.955.039.978,0
kok ada ya ort mengetik jahat banget begini gue saja kalo naik krl pagi2 ketemu yang bawaan gede begini malah memikirkan ini mereka bangun jam berapa ya allah mana gede berat banget pasti if ya all cant be nice stfu saja tolong,Negative,9.998.378.753.662.100,0
lu belum tau kalo kereta pertama itu diperbolehkan untuk pedagang naik apa lu juga enggak tau kalo krl itu ada yang 8 10 12 tinggal geser doang kalo enggak kuat sama baunya btw laptop lu seberat beban mereka enggak,Positive,9.998.019.337.654.110,2
ke cf minggu nanti naik krl sendiri tbh aku agak takut karena aku buta map takut malah nyasar aku pengennya berangkat pagi buta biar sampai sana pagi juga ketemu sama temenku dulu but well pasti rush hour ya takut kejepit aku tak peduli dengan diriku sendiri aku taknak nui ku terjepit,Negative,9.998.328.685.760.490,0
awal naik krl di kereta pertama manggarai lihat ada yang bawa tahu dll merasa semangat banget hidup di jakarta,Positive,9.996.767.044.067.380,2
nih orang ngetweet kayak baru naik krl saja napak kayak tukeran misalnya lu yang bawa barang sebanyak itu terus dikomenjn kayak begini,Negative,9.998.189.806.938.170,0
soalnya gue yang bertahun2 naik kereta pedagang cuma boleh di jam sepi begitu bukan jam sibuk bisa diamuk masa kalo jam sibuk mah gue juga ngamuk lagi ya kalo masalah bau mah bukan pedagang doang kali krl rabun jam 6 7 8 malam beugh bikin pusing juga mbak,Negative,999.864.935.874.939,0
sendernya baru banget naik krl apa bagaimana ya makanya sebel ini daerah mana sih yang dia foto jalur green line memang boleh kok pada naik krl makanya mereka berangkat pagi2 banget noh lihat langitnya saja masih begitu bisa jadi ini jam 5 an kayaknya sebel boleh emot muntahnya jangan dong,Negative,9.998.254.179.954.520,0
kalo enggak mau desek desekan mah naik kendaraan pribadi dong enggak usah drag pekerjaan orang lain dikira krl punya nenek moyang dia kali,Negative,9.995.100.498.199.460,0
berangkat pagi lagi mana ada orang naik krl buat gawe siang2,Neutral,9.961.727.261.543.270,1
buat yang bikin nih cuitan gua kasih tau ya krl bolehin petani bawa hasil bumi naik krl pemberangkatan pertama ya itupun merek tata rapi kok pas di dalem gerbong gua sudah sering bareng petani atau peniaga yang membawa barangnya stop sinis dan nir empati ya,Positive,9.940.788.745.880.120,2
pengirim asu kamu saja yang enggak usah naik krl babi,Negative,9.997.977.614.402.770,0
habis lihat video ibu ibu lansia masih kerja naik krl desek desekan tuhan tolong buat hidup mereka lebih mudah,Neutral,9.683.977.365.493.770,1
gue menangis lihat cuitan ini gue sering naik krl terutama greenline lu tau mereka berangkat sepagi itu dengan tujuan sama kaya lu cari duit dan kebanyakan yang naik itu bapak sama ibu sudah umur bawa barang berat jahat ketikan lu benci banget gue,Negative,9.998.681.545.257.560,0
sedih banget kok ada orang kayak begini ya mereka pedagang itu lagi berjuang hidup buat keluarganya gue suka mau menangis kalo lihat beginian kalau mereka mampu nya pakai krl dan krl memperbolehkan kenapa enggak kamu kalo enggak bisa terima sikon kayak begini naik mobil sendiri saja,Negative,9.997.971.653.938.290,0
ya lu kalo enggak mau kebauan jangan naik transum naik dong bluebird masa krl sih,Negative,9.980.762.004.852.290,0
tapi yang paling usaha waktu zene sih gue praktek sampai siang pindahan kosan drop barang saja langsung otw dari kuningan jabar ancol buat tutik paginya berangkat konser pertama kali naik krl terus balik konseran langsung otw ke kuningan lagi gue cuma 27 jam di jakarta depok,Neutral,7.954.233.884.811.400,1
pola pikir gue kalo naik krl adalah lo bayar cuman 3 rebu enggak usah banyak menuntut,Neutral,8.877.518.773.078.910,1
kak dulu enggak pernah naik krl ya waktu belinya masih pakai karcis sobek,Neutral,9.990.907.907.485.960,1
pedagang kayak mana yang nyuruh karyawannya naik krl bawa pikulan sebanyak itu sedangkan bawa sewa kendaraan bisa lebih efisien waktu dan jumlah yang dibawa aneh banget deh aneh,Negative,9.998.769.760.131.830,0
